name_icelandic,name_english,tag_icelandic,tag_english,url,domain,final_url,final_domain,redirect_count,redirect_codes,mx,ns,a,spf,hosting_asn,hosting_org,final_mx,final_ns,final_a,final_spf,final_hosting_asn,final_hosting_org,email_provider,dns_category,hosting_category,final_email_provider,final_dns_category,final_hosting_category,redirect_status
Þjóðkirkjan / Biskupsstofa,Evangelical Lutheran Church of Iceland,,,https://kirkjan.is/,kirkjan.is,,,0,,kirkjan-is.mail.protection.outlook.com,ns01.t.is; ns02.t.is,82.221.64.77,v=spf1 include:_spf.%{d} include:%{l}_spf.%{d} -all,44515,F5-v4-1,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Almannavarnir,Department of Civil Protection and Emergency Management,,,https://www.almannavarnir.is/,almannavarnir.is,,,0,,mx1.tmd.is; mx2.tmd.is,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,185.21.16.109; 185.21.16.110; 185.21.17.244; 185.21.17.247; 185.21.17.248; 185.21.17.249,v=spf1 mx include:spf.protection.outlook.com -all,12969,ISP-Netcore,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Sýslumaðurinn á Vesturlandi,District Commissioner of West Iceland,,,https://island.is/s/syslumenn/vesturland,island.is,,,0,,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509,AMAZO-ZL4,,,,,,,Microsoft 365,AWS,Other,,,,No redirect
Menntaskólinn á Ísafirði,College in Isafjordur,,,https://misa.is/,misa.is,,,1,302,misa-is.mail.protection.outlook.com,ns1.snerpa.is; ns2.snerpa.is,52.49.138.181,v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net ip4:82.221.39.150/32 ip4:193.109.24.0/24 ip4:82.148.69.195/32 ip4:193.4.194.54/32 include:_spf.email.stefna.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Menntaskólinn á Akureyri,Akureyri Junior College,,,https://www.ma.is/,ma.is,,,0,,ma-is.mail.protection.outlook.com,a.hysing.is; b.hysing.is; c.hysing.is,54.76.32.59,"v=spf1 ip4:164.177.189.196 ip4:54.194.191.85 ip4:82.148.69.164 ip4:82.221.39.150 ip4:82.148.66.136 include:spf.protection.outlook.com include:spf.hysing.is include:_spf.samvirkni.is include:spf.inna.is include:_spf.gopro.net include:_spf.email.stefna.is -"" ""all",16509,AMAZON-2011L,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Minjastofnun Íslands,Cultural Heritage Agency of Iceland,,,http://www.minjastofnun.is/,minjastofnun.is,,,1,301,minjastofnun-is.mail.protection.outlook.com,a.hysing.is; b.hysing.is; c.hysing.is,52.49.138.181,v=spf1 include:spf.protection.outlook.com a:relay.hysing.is a:smtp.thekking.is ip4:217.171.209.5 ip4:217.171.209.7 include:_spf.gopro.net include:_spf.email.stefna.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Verðlagsstofa skiptaverðs,The Fresh Fish Price Directorate,,,http://verdlagsstofa.is/,verdlagsstofa.is,,,1,302,verdlagsstofa-is.mail.protection.outlook.com,ns1-03.azure-dns.com; ns2-03.azure-dns.net; ns3-03.azure-dns.org; ns4-03.azure-dns.info,52.49.138.181,v=spf1 ip4:217.171.222.2 include:spf.protection.outlook.com include:_spf.email.stefna.is include:_spf.zenter.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Azure,AWS,,,,No redirect
Menntasjóður námsmanna,The Icelandic Student Loan Fund,,,https://menntasjodur.is/,menntasjodur.is,,,0,,menntasjodur-is.mail.protection.outlook.com,ns0.vist.is; ns1.vist.is; ns2.vist.is,157.157.129.102,v=spf1 include:spf.hysing.is include:_spf.vist.is include:spf.protection.outlook.com -all,6677,IS-MILA-20050203,,,,,,,Microsoft 365,Local (.is),Other,,,,No redirect
Verkmenntaskóli Austurlands,East Iceland Comprehensive College,,,https://www.va.is/,va.is,,,0,,va-is.mail.protection.outlook.com,ns01.t.is; ns02.t.is,52.19.46.82,v=spf1 include:spf.protection.outlook.com include:spf.inna.is include:_spf.email.stefna.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Menntaskólinn á Egilsstöðum,College in Egilsstaðir,,,https://www.me.is/,me.is,,,0,,me-is.mail.protection.outlook.com,ns0.1984.is; ns1.1984.is; ns1.1984hosting.com; ns2.1984.is; ns2.1984hosting.com,52.19.46.82,v=spf1 include:spf.protection.outlook.com include:_spf.email.stefna.is include:spf.inna.is -all,16509,AMAZON-DUB,,,,,,,Microsoft 365,Local (.is),AWS,,,,No redirect
Menntaskólinn á Tröllaskaga,Tröllaskagi Upper-Secondary School,,,https://www.mtr.is/,mtr.is,,,0,,alt1.aspmx.l.google.com; alt2.aspmx.l.google.com; aspmx.l.google.com; aspmx2.googlemail.com; aspmx3.googlemail.com; aspmx4.googlemail.com; aspmx5.googlemail.com,ns1.samvirkni.is; ns2.samvirkni.is; ns3.samvirkni.is,52.49.138.181,v=spf1 include:_spf.google.com ip4:194.144.141.128/29 ip4:82.148.76.176/28 include:spf.inna.is include:_spf.email.stefna.is -all,16509,AMAZON-DUB,,,,,,,Google Workspace,Local (.is),AWS,,,,No redirect
Ríkislögreglustjóri,National Commissioner of the Icelandic Police,,,https://www.logreglan.is/logreglan/rikislogreglustjori/,logreglan.is,https://island.is:443/s/logreglan/rikislogreglustjori,island.is,3,301; 308; 302,mx1.tmd.is; mx2.tmd.is,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,34.251.144.192; 54.77.239.177; 63.32.127.239,v=spf1 mx include:spf.protection.outlook.com -all,16509,AMAZON-DUB,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,Other,Internal .is redirect
Lögreglustjórinn á Suðurnesjum,Police Commissioner of Suðurnes District,,,https://www.logreglan.is/logreglan/umdaemin/sudurnes/,logreglan.is,https://island.is:443/s/logreglan/sudurnes,island.is,3,301; 308; 302,mx1.tmd.is; mx2.tmd.is,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,34.251.144.192; 54.77.239.177; 63.32.127.239,v=spf1 mx include:spf.protection.outlook.com -all,16509,AMAZON-DUB,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,Other,Internal .is redirect
Lögreglustjórinn á Suðurlandi,Police Commissioner of South Iceland,,,https://www.logreglan.is/logreglan/umdaemin/sudurland/,logreglan.is,https://island.is:443/s/logreglan/sudurland,island.is,3,301; 308; 302,mx1.tmd.is; mx2.tmd.is,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,34.251.144.192; 54.77.239.177; 63.32.127.239,v=spf1 mx include:spf.protection.outlook.com -all,16509,AMAZON-DUB,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,Other,Internal .is redirect
Lögreglustjórinn á höfuðborgarsvæðinu,Reykjavik Metropolitan Police,,,https://www.logreglan.is/logreglan/umdaemin/hofudborgarsvaedi/,logreglan.is,https://island.is:443/s/logreglan/hofudborgarsvaedid,island.is,3,301; 308; 302,mx1.tmd.is; mx2.tmd.is,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,34.251.144.192; 54.77.239.177; 63.32.127.239,v=spf1 mx include:spf.protection.outlook.com -all,16509,AMAZON-DUB,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,Other,Internal .is redirect
Lögreglustjórinn á Vesturlandi,Police Commissioner of West Iceland,,,https://www.logreglan.is/logreglan/umdaemin/vesturland/,logreglan.is,https://island.is:443/s/logreglan/vesturland,island.is,3,301; 308; 302,mx1.tmd.is; mx2.tmd.is,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,34.251.144.192; 54.77.239.177; 63.32.127.239,v=spf1 mx include:spf.protection.outlook.com -all,16509,AMAZON-DUB,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,Other,Internal .is redirect
Lögreglustjórinn á Vestfjörðum,Police Commissioner of West Fjords Iceland,,,https://www.logreglan.is/logreglan/umdaemin/vestfirdir/,logreglan.is,https://island.is:443/s/logreglan/vestfirdir,island.is,3,301; 308; 302,mx1.tmd.is; mx2.tmd.is,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,34.251.144.192; 54.77.239.177; 63.32.127.239,v=spf1 mx include:spf.protection.outlook.com -all,16509,AMAZON-DUB,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,Other,Internal .is redirect
Lögreglustjórinn á Norðurlandi vestra,Police Commissioner of North West Iceland,,,https://www.logreglan.is/logreglan/umdaemin/nordurland-vestra/,logreglan.is,https://island.is:443/redirects/logreglan.is/logreglan/umdaemin/nordurland-vestra,island.is,2,301; 308,mx1.tmd.is; mx2.tmd.is,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,34.251.144.192; 54.77.239.177; 63.32.127.239,v=spf1 mx include:spf.protection.outlook.com -all,16509,AMAZON-DUB,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,Other,Internal .is redirect
Lögreglustjórinn á Norðurlandi eystra,Police Commissioner of North East Iceland,,,https://www.logreglan.is/logreglan/umdaemin/nordurland-eystra/,logreglan.is,https://island.is:443/s/logreglan/nordurland-eystra,island.is,3,301; 308; 302,mx1.tmd.is; mx2.tmd.is,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,34.251.144.192; 54.77.239.177; 63.32.127.239,v=spf1 mx include:spf.protection.outlook.com -all,16509,AMAZON-DUB,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,Other,Internal .is redirect
Lögreglustjórinn á Austurlandi,Police Commissioner of East Iceland,,,https://www.logreglan.is/logreglan/umdaemin/austurland/,logreglan.is,https://island.is:443/s/logreglan/austurland,island.is,3,301; 308; 302,mx1.tmd.is; mx2.tmd.is,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,34.251.144.192; 54.77.239.177; 63.32.127.239,v=spf1 mx include:spf.protection.outlook.com -all,16509,AMAZON-DUB,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,Other,Internal .is redirect
Lögreglustjórinn í Vestmannaeyjum,Police Commissioner of the Westman Islands,,,https://www.logreglan.is/logreglan/umdaemin/vestmannaeyjar/,logreglan.is,https://island.is:443/s/logreglan/vestmannaeyjar,island.is,3,301; 308; 302,mx1.tmd.is; mx2.tmd.is,ns1.simnet.is; ns2.simnet.is; ns3.simnet.is,34.251.144.192; 54.77.239.177; 63.32.127.239,v=spf1 mx include:spf.protection.outlook.com -all,16509,AMAZON-DUB,island-is.mail.protection.outlook.com,ns-1125.awsdns-12.org; ns-2038.awsdns-62.co.uk; ns-318.awsdns-39.com; ns-640.awsdns-16.net,54.230.114.110; 54.230.114.125; 54.230.114.40; 54.230.114.93,v=spf1 ip4:128.140.233.10/32 include:spf.hysing.is include:spf.protection.outlook.com include:amazonses.com include:servers.mcsv.net include:spf.mandrillapp.com include:mail.zendesk.com include:stspg-customer.com ~all,16509.0,AMAZO-ZL4,Microsoft 365,Local (.is),AWS,Microsoft 365,AWS,Other,Internal .is redirect
